42,Canada,1,Alberta,1,Andrew
42,Canada,1,Alberta,2,Bashaw
42,Canada,1,Alberta,3,Bawlf
42,Canada,1,Alberta,4,Beaver County
42,Canada,1,Alberta,5,Bittern Lake
42,Canada,1,Alberta,6,Bruderheim
42,Canada,1,Alberta,7,Camrose County No. 22
42,Canada,1,Alberta,8,Camrose
42,Canada,1,Alberta,9,Chipman
42,Canada,1,Alberta,10,Derwent
42,Canada,1,Alberta,11,Dewberry
42,Canada,1,Alberta,12,Edberg
42,Canada,1,Alberta,13,Ferintosh
42,Canada,1,Alberta,14,Hay Lakes
42,Canada,1,Alberta,15,Holden
42,Canada,1,Alberta,16,Improvement District No. 13
42,Canada,1,Alberta,17,Innisfree
42,Canada,1,Alberta,18,Kitscoty
42,Canada,1,Alberta,19,Lamont County
42,Canada,1,Alberta,20,Lamont
42,Canada,1,Alberta,21,Lloydminster (Part)
42,Canada,1,Alberta,22,Makaoo (Part) 120
42,Canada,1,Alberta,23,Mannville
42,Canada,1,Alberta,24,Marwayne
42,Canada,1,Alberta,25,Minburn County No. 27
42,Canada,1,Alberta,26,Minburn
42,Canada,1,Alberta,27,Mundare
42,Canada,1,Alberta,28,Myrnam
42,Canada,1,Alberta,29,New Norway
42,Canada,1,Alberta,30,Paradise Valley
42,Canada,1,Alberta,31,Rosalind
42,Canada,1,Alberta,32,Ryley
42,Canada,1,Alberta,33,Tofield
42,Canada,1,Alberta,34,Two Hills County No. 21
42,Canada,1,Alberta,35,Two Hills
42,Canada,1,Alberta,36,Vegreville
42,Canada,1,Alberta,37,Vermilion River County No. 24
42,Canada,1,Alberta,38,Vermilion
42,Canada,1,Alberta,39,Viking
42,Canada,1,Alberta,40,Willingdon
42,Canada,1,Alberta,41,Alexander 134
42,Canada,1,Alberta,42,Argentia Beach
42,Canada,1,Alberta,43,Beaumont
42,Canada,1,Alberta,44,Betula Beach
42,Canada,1,Alberta,45,Bon Accord
42,Canada,1,Alberta,46,Brazeau No. 77
42,Canada,1,Alberta,47,Breton
42,Canada,1,Alberta,48,Calmar
42,Canada,1,Alberta,49,Crystal Springs
42,Canada,1,Alberta,50,Devon
42,Canada,1,Alberta,51,Drayton Valley
42,Canada,1,Alberta,52,Edmonton
42,Canada,1,Alberta,53,Ermineskin 138
42,Canada,1,Alberta,54,Fort Saskatchewan
42,Canada,1,Alberta,55,Gibbons
42,Canada,1,Alberta,56,Golden Days
42,Canada,1,Alberta,57,Grandview
42,Canada,1,Alberta,58,Itaska Beach
42,Canada,1,Alberta,59,Kapasiwin
42,Canada,1,Alberta,60,Lakeview
42,Canada,1,Alberta,61,Leduc County
42,Canada,1,Alberta,62,Leduc
42,Canada,1,Alberta,63,Legal
42,Canada,1,Alberta,64,Louis Bull 138B
42,Canada,1,Alberta,65,Ma-Me-O Beach
42,Canada,1,Alberta,66,Millet
42,Canada,1,Alberta,67,Morinville
42,Canada,1,Alberta,68,New Sarepta
42,Canada,1,Alberta,69,Norris Beach
42,Canada,1,Alberta,70,Parkland County
42,Canada,1,Alberta,71,Pigeon Lake 138A
42,Canada,1,Alberta,72,Point Alison
42,Canada,1,Alberta,73,Poplar Bay
42,Canada,1,Alberta,74,Redwater
42,Canada,1,Alberta,75,Seba Beach
42,Canada,1,Alberta,76,Silver Beach
42,Canada,1,Alberta,77,Spring Lake
42,Canada,1,Alberta,78,Spruce Grove
42,Canada,1,Alberta,79,St. Albert
42,Canada,1,Alberta,80,Stony Plain 135
42,Canada,1,Alberta,81,Stony Plain
42,Canada,1,Alberta,82,Strathcona County
42,Canada,1,Alberta,83,Sturgeon County
42,Canada,1,Alberta,84,Sundance Beach
